initial_alias,converted_alias,name,description,namespace,uniqueccds,unique_names
CCDS57959.1,ENSG00000127054,INTS11,integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052],CCDS,CCDS58522.1,
CCDS12313.1,ENSG00000099797,TECR,"trans-2,3-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:4551]",CCDS,CCDS6978.1,
CCDS213.1,ENSG00000117245,KIF17,kinesin family member 17 [Source:HGNC Symbol;Acc:HGNC:19167],CCDS,CCDS47528.1,
CCDS44079.1,ENSG00000117245,KIF17,kinesin family member 17 [Source:HGNC Symbol;Acc:HGNC:19167],CCDS,CCDS3341.1,
CCDS58522.1,ENSG00000177731,FLII,FLII actin remodeling protein [Source:HGNC Symbol;Acc:HGNC:3750],CCDS,CCDS5563.1,
CCDS6978.1,ENSG00000123453,SARDH,sarcosine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:10536],CCDS,CCDS63449.1,
CCDS47528.1,ENSG00000242802,AP5Z1,adaptor related protein complex 5 subunit zeta 1 [Source:HGNC Symbol;Acc:HGNC:22197],CCDS,CCDS10428.1,
CCDS3341.1,ENSG00000127419,TMEM175,transmembrane protein 175 [Source:HGNC Symbol;Acc:HGNC:28709],CCDS,CCDS10918.1,
CCDS5563.1,ENSG00000106683,LIMK1,LIM domain kinase 1 [Source:HGNC Symbol;Acc:HGNC:6613],CCDS,CCDS45811.1,
CCDS63449.1,ENSG00000184792,OSBP2,oxysterol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8504],CCDS,CCDS41732.1,
CCDS10428.1,ENSG00000005513,SOX8,SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203],CCDS,CCDS30814.1,
CCDS10918.1,ENSG00000183196,CHST6,carbohydrate sulfotransferase 6 [Source:HGNC Symbol;Acc:HGNC:6938],CCDS,CCDS32414.1,
CCDS45811.1,ENSG00000186765,FSCN2,"fascin actin-bundling protein 2, retinal [Source:HGNC Symbol;Acc:HGNC:3960]",CCDS,CCDS13353.1,
CCDS41732.1,ENSG00000134917,ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8 [Source:HGNC Symbol;Acc:HGNC:224],CCDS,CCDS2726.1,
CCDS30814.1,ENSG00000143061,IGSF3,immunoglobulin superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:5950],CCDS,CCDS77540.1,
CCDS32414.1,ENSG00000077235,GTF3C1,general transcription factor IIIC subunit 1 [Source:HGNC Symbol;Acc:HGNC:4664],CCDS,CCDS10711.1,
CCDS13353.1,ENSG00000124155,PIGT,phosphatidylinositol glycan anchor biosynthesis class T [Source:HGNC Symbol;Acc:HGNC:14938],CCDS,CCDS5554.1,
CCDS2726.1,ENSG00000163815,CLEC3B,C-type lectin domain family 3 member B [Source:HGNC Symbol;Acc:HGNC:11891],CCDS,CCDS7713.1,
CCDS77540.1,ENSG00000171551,ECEL1,endothelin converting enzyme like 1 [Source:HGNC Symbol;Acc:HGNC:3147],CCDS,CCDS10411.1,
CCDS10711.1,ENSG00000140678,ITGAX,integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152],CCDS,CCDS10659.1,
CCDS5554.1,ENSG00000009950,MLXIPL,MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744],CCDS,CCDS44987.1,
CCDS7713.1,ENSG00000177225,GATD1,glutamine amidotransferase class 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26616],CCDS,CCDS54245.1,
CCDS10411.1,ENSG00000007541,PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q [Source:HGNC Symbol;Acc:HGNC:14135],CCDS,CCDS54465.1,
CCDS10659.1,ENSG00000174938,SEZ6L2,seizure related 6 homolog like 2 [Source:HGNC Symbol;Acc:HGNC:30844],CCDS,CCDS57960.1,
CCDS44987.1,ENSG00000135119,RNFT2,"ring finger protein, transmembrane 2 [Source:HGNC Symbol;Acc:HGNC:25905]",CCDS,CCDS65129.1,
CCDS54245.1,ENSG00000124299,PEPD,peptidase D [Source:HGNC Symbol;Acc:HGNC:8840],CCDS,CCDS5487.1,
CCDS54465.1,ENSG00000124155,PIGT,phosphatidylinositol glycan anchor biosynthesis class T [Source:HGNC Symbol;Acc:HGNC:14938],CCDS,CCDS53644.1,
CCDS57960.1,ENSG00000127054,INTS11,integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052],CCDS,CCDS4187.1,
CCDS65129.1,ENSG00000185585,OLFML2A,olfactomedin like 2A [Source:HGNC Symbol;Acc:HGNC:27270],CCDS,CCDS5947.1,
CCDS5487.1,ENSG00000058404,CAMK2B,calcium/calmodulin dependent protein kinase II beta [Source:HGNC Symbol;Acc:HGNC:1461],CCDS,CCDS54300.1,
CCDS53644.1,ENSG00000149452,SLC22A8,solute carrier family 22 member 8 [Source:HGNC Symbol;Acc:HGNC:10972],CCDS,CCDS4068.1,
CCDS4187.1,ENSG00000181965,NEUROG1,neurogenin 1 [Source:HGNC Symbol;Acc:HGNC:7764],CCDS,CCDS7059.1,
CCDS5947.1,ENSG00000155093,PTPRN2,protein tyrosine phosphatase receptor type N2 [Source:HGNC Symbol;Acc:HGNC:9677],CCDS,CCDS11007.1,
CCDS54300.1,ENSG00000186806,VSIG10L,V-set and immunoglobulin domain containing 10 like [Source:HGNC Symbol;Acc:HGNC:27111],CCDS,CCDS48189.1,
CCDS4068.1,ENSG00000175745,NR2F1,nuclear receptor subfamily 2 group F member 1 [Source:HGNC Symbol;Acc:HGNC:7975],CCDS,CCDS54199.1,
CCDS7059.1,ENSG00000067057,PFKP,"phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]",CCDS,CCDS4524.1,
CCDS11007.1,ENSG00000074660,SCARF1,scavenger receptor class F member 1 [Source:HGNC Symbol;Acc:HGNC:16820],CCDS,CCDS8479.1,
CCDS48189.1,ENSG00000130822,PNCK,pregnancy up-regulated nonubiquitous CaM kinase [Source:HGNC Symbol;Acc:HGNC:13415],CCDS,CCDS12407.1,
CCDS54199.1,ENSG00000077463,SIRT6,sirtuin 6 [Source:HGNC Symbol;Acc:HGNC:14934],CCDS,CCDS10358.1,
CCDS4524.1,ENSG00000145990,GFOD1,glucose-fructose oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21096],CCDS,CCDS3039.1,
CCDS8479.1,ENSG00000120457,KCNJ5,potassium inwardly rectifying channel subfamily J member 5 [Source:HGNC Symbol;Acc:HGNC:6266],CCDS,CCDS8657.1,
CCDS12407.1,None,None,None,,CCDS12735.1,
CCDS10358.1,ENSG00000140548,ZNF710,zinc finger protein 710 [Source:HGNC Symbol;Acc:HGNC:25352],CCDS,CCDS7695.1,
CCDS3039.1,ENSG00000180767,CHST13,carbohydrate sulfotransferase 13 [Source:HGNC Symbol;Acc:HGNC:21755],CCDS,CCDS44475.1,
CCDS8657.1,ENSG00000013588,GPRC5A,G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836],CCDS,CCDS13330.1,
CCDS12735.1,ENSG00000105552,BCAT2,branched chain amino acid transaminase 2 [Source:HGNC Symbol;Acc:HGNC:977],CCDS,CCDS53643.1,
CCDS7695.1,ENSG00000184363,PKP3,plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025],CCDS,CCDS6959.1,
CCDS44475.1,ENSG00000148842,CNNM2,cyclin and CBS domain divalent metal cation transport mediator 2 [Source:HGNC Symbol;Acc:HGNC:103],CCDS,CCDS32332.1,
CCDS13330.1,ENSG00000101076,HNF4A,hepatocyte nuclear factor 4 alpha [Source:HGNC Symbol;Acc:HGNC:5024],CCDS,CCDS42204.1,
CCDS53643.1,ENSG00000149452,SLC22A8,solute carrier family 22 member 8 [Source:HGNC Symbol;Acc:HGNC:10972],CCDS,CCDS48052.1,
CCDS6959.1,ENSG00000160271,RALGDS,ral guanine nucleotide dissociation stimulator [Source:HGNC Symbol;Acc:HGNC:9842],CCDS,CCDS65461.1,
CCDS32332.1,ENSG00000196547,MAN2A2,mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825],CCDS,CCDS2493.1,
CCDS42204.1,ENSG00000197943,PLCG2,phospholipase C gamma 2 [Source:HGNC Symbol;Acc:HGNC:9066],CCDS,CCDS12324.1,
CCDS48052.1,ENSG00000160326,SLC2A6,solute carrier family 2 member 6 [Source:HGNC Symbol;Acc:HGNC:11011],CCDS,CCDS8141.1,
CCDS65461.1,ENSG00000130775,THEMIS2,thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839],CCDS,CCDS41544.1,
CCDS2493.1,ENSG00000171551,ECEL1,endothelin converting enzyme like 1 [Source:HGNC Symbol;Acc:HGNC:3147],CCDS,CCDS30813.1,
CCDS12324.1,ENSG00000105137,SYDE1,synapse defective Rho GTPase homolog 1 [Source:HGNC Symbol;Acc:HGNC:25824],CCDS,CCDS5583.1,
CCDS8141.1,ENSG00000254986,DPP3,dipeptidyl peptidase 3 [Source:HGNC Symbol;Acc:HGNC:3008],CCDS,CCDS77600.1,
CCDS41544.1,ENSG00000122367,LDB3,LIM domain binding 3 [Source:HGNC Symbol;Acc:HGNC:15710],CCDS,CCDS9950.1,
CCDS30813.1,ENSG00000143061,IGSF3,immunoglobulin superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:5950],CCDS,CCDS34297.1,
CCDS5583.1,ENSG00000106211,HSPB1,heat shock protein family B (small) member 1 [Source:HGNC Symbol;Acc:HGNC:5246],CCDS,CCDS87384.1,
CCDS77600.1,ENSG00000101194,SLC17A9,solute carrier family 17 member 9 [Source:HGNC Symbol;Acc:HGNC:16192],CCDS,CCDS73865.1,
CCDS9950.1,ENSG00000127152,BCL11B,BAF chromatin remodeling complex subunit BCL11B [Source:HGNC Symbol;Acc:HGNC:13222],CCDS,CCDS6015.1,
CCDS34297.1,ENSG00000074276,CDHR2,cadherin related family member 2 [Source:HGNC Symbol;Acc:HGNC:18231],CCDS,CCDS10081.1,
CCDS87384.1,ENSG00000204371,EHMT2,euchromatic histone lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14129],CCDS,CCDS5706.1,
CCDS73865.1,ENSG00000174938,SEZ6L2,seizure related 6 homolog like 2 [Source:HGNC Symbol;Acc:HGNC:30844],CCDS,CCDS384.1,
CCDS6015.1,ENSG00000061337,LZTS1,leucine zipper tumor suppressor 1 [Source:HGNC Symbol;Acc:HGNC:13861],CCDS,CCDS8221.1,
CCDS10081.1,ENSG00000103966,EHD4,EH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:3245],CCDS,CCDS4410.1,
CCDS5706.1,ENSG00000196411,EPHB4,EPH receptor B4 [Source:HGNC Symbol;Acc:HGNC:3395],CCDS,CCDS33932.1,
CCDS384.1,ENSG00000188910,GJB3,gap junction protein beta 3 [Source:HGNC Symbol;Acc:HGNC:4285],CCDS,CCDS54703.1,
CCDS8221.1,ENSG00000110237,ARHGEF17,Rho guanine nucleotide exchange factor 17 [Source:HGNC Symbol;Acc:HGNC:21726],CCDS,CCDS74299.1,
CCDS4410.1,ENSG00000160867,FGFR4,fibroblast growth factor receptor 4 [Source:HGNC Symbol;Acc:HGNC:3691],CCDS,CCDS54032.1,
CCDS33932.1,ENSG00000133256,PDE6B,phosphodiesterase 6B [Source:HGNC Symbol;Acc:HGNC:8786],CCDS,CCDS177.1,
CCDS54703.1,ENSG00000133256,PDE6B,phosphodiesterase 6B [Source:HGNC Symbol;Acc:HGNC:8786],CCDS,CCDS12095.1,
CCDS74299.1,ENSG00000105137,SYDE1,synapse defective Rho GTPase homolog 1 [Source:HGNC Symbol;Acc:HGNC:25824],CCDS,CCDS12456.1,
CCDS54032.1,ENSG00000124067,SLC12A4,solute carrier family 12 member 4 [Source:HGNC Symbol;Acc:HGNC:10913],CCDS,CCDS6910.1,
CCDS177.1,ENSG00000117115,PADI2,peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341],CCDS,CCDS34447.1,
CCDS12095.1,ENSG00000172009,THOP1,thimet oligopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:11793],CCDS,CCDS477.1,
CCDS12456.1,ENSG00000105695,MAG,myelin associated glycoprotein [Source:HGNC Symbol;Acc:HGNC:6783],CCDS,CCDS42479.1,
CCDS6910.1,ENSG00000160445,ZER1,zyg-11 related cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:30960],CCDS,CCDS44997.1,
CCDS34447.1,ENSG00000137166,FOXP4,forkhead box P4 [Source:HGNC Symbol;Acc:HGNC:20842],CCDS,CCDS54442.1,
CCDS477.1,ENSG00000117394,SLC2A1,solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005],CCDS,CCDS33934.1,
CCDS42479.1,ENSG00000125734,GPR108,G protein-coupled receptor 108 [Source:HGNC Symbol;Acc:HGNC:17829],CCDS,CCDS4274.1,
CCDS44997.1,ENSG00000089159,PXN,paxillin [Source:HGNC Symbol;Acc:HGNC:9718],CCDS,CCDS42225.1,
CCDS54442.1,ENSG00000204099,NEU4,neuraminidase 4 [Source:HGNC Symbol;Acc:HGNC:21328],CCDS,CCDS44636.1,
CCDS33934.1,ENSG00000145217,SLC26A1,solute carrier family 26 member 1 [Source:HGNC Symbol;Acc:HGNC:10993],CCDS,CCDS45810.1,
CCDS4274.1,ENSG00000187678,SPRY4,sprouty RTK signaling antagonist 4 [Source:HGNC Symbol;Acc:HGNC:15533],CCDS,CCDS56105.1,
CCDS42225.1,ENSG00000184811,TRARG1,trafficking regulator of GLUT4 (SLC2A4) 1 [Source:HGNC Symbol;Acc:HGNC:29592],CCDS,CCDS74019.1,
CCDS44636.1,ENSG00000188070,ZFTA,zinc finger translocation associated [Source:HGNC Symbol;Acc:HGNC:28449],CCDS,CCDS5553.1,
CCDS45810.1,ENSG00000186765,FSCN2,"fascin actin-bundling protein 2, retinal [Source:HGNC Symbol;Acc:HGNC:3960]",CCDS,CCDS41829.1,
CCDS56105.1,ENSG00000127903,ZNF835,zinc finger protein 835 [Source:HGNC Symbol;Acc:HGNC:34332],CCDS,CCDS44965.1,
CCDS74019.1,ENSG00000076351,SLC46A1,solute carrier family 46 member 1 [Source:HGNC Symbol;Acc:HGNC:30521],CCDS,CCDS2775.1,
CCDS5553.1,ENSG00000009950,MLXIPL,MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744],CCDS,CCDS42748.1,
CCDS41829.1,ENSG00000174600,CMKLR1,chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121],CCDS,CCDS56124.1,
CCDS44965.1,ENSG00000174600,CMKLR1,chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121],CCDS,CCDS66540.1,
CCDS2775.1,ENSG00000008300,CELSR3,cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230],CCDS,CCDS13396.1,
CCDS42748.1,ENSG00000136720,HS6ST1,heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201],CCDS,CCDS46420.1,
CCDS56124.1,ENSG00000163017,ACTG2,"actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]",CCDS,CCDS58555.1,
CCDS66540.1,ENSG00000174015,CBY2,chibby family member 2 [Source:HGNC Symbol;Acc:HGNC:30720],CCDS,CCDS73384.1,
CCDS13396.1,ENSG00000080189,SLC35C2,solute carrier family 35 member C2 [Source:HGNC Symbol;Acc:HGNC:17117],CCDS,CCDS34412.1,
CCDS46420.1,ENSG00000121966,CXCR4,C-X-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561],CCDS,CCDS13064.1,
CCDS58555.1,ENSG00000186185,KIF18B,kinesin family member 18B [Source:HGNC Symbol;Acc:HGNC:27102],CCDS,CCDS42982.1,
CCDS73384.1,ENSG00000149294,NCAM1,neural cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:7656],CCDS,CCDS62792.1,
CCDS34412.1,ENSG00000204394,VARS1,valyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12651],CCDS,CCDS32436.1,
CCDS13064.1,ENSG00000125817,CENPB,centromere protein B [Source:HGNC Symbol;Acc:HGNC:1852],CCDS,CCDS58453.1,
CCDS42982.1,ENSG00000185252,ZNF74,zinc finger protein 74 [Source:HGNC Symbol;Acc:HGNC:13144],CCDS,CCDS377.1,
CCDS62792.1,ENSG00000131042,LILRB2,leukocyte immunoglobulin like receptor B2 [Source:HGNC Symbol;Acc:HGNC:6606],CCDS,CCDS6279.1,
CCDS32436.1,ENSG00000178226,PRSS36,serine protease 36 [Source:HGNC Symbol;Acc:HGNC:26906],CCDS,CCDS1719.1,
CCDS58453.1,ENSG00000178226,PRSS36,serine protease 36 [Source:HGNC Symbol;Acc:HGNC:26906],CCDS,CCDS58035.1,
CCDS377.1,ENSG00000160094,ZNF362,zinc finger protein 362 [Source:HGNC Symbol;Acc:HGNC:18079],CCDS,CCDS81252.1,
CCDS6279.1,ENSG00000156486,KCNS2,potassium voltage-gated channel modifier subfamily S member 2 [Source:HGNC Symbol;Acc:HGNC:6301],CCDS,CCDS61591.1,
CCDS1719.1,ENSG00000084731,KIF3C,kinesin family member 3C [Source:HGNC Symbol;Acc:HGNC:6321],CCDS,CCDS13422.1,
CCDS58035.1,ENSG00000160767,FAM189B,family with sequence similarity 189 member B [Source:HGNC Symbol;Acc:HGNC:1233],CCDS,CCDS4702.1,
CCDS81252.1,ENSG00000107404,DVL1,dishevelled segment polarity protein 1 [Source:HGNC Symbol;Acc:HGNC:3084],CCDS,CCDS54395.1,
CCDS61591.1,ENSG00000137841,PLCB2,phospholipase C beta 2 [Source:HGNC Symbol;Acc:HGNC:9055],CCDS,CCDS4825.1,
CCDS13422.1,ENSG00000158480,SPATA2,spermatogenesis associated 2 [Source:HGNC Symbol;Acc:HGNC:14681],CCDS,CCDS9590.1,
CCDS4702.1,ENSG00000232810,TNF,tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892],CCDS,CCDS45615.1,
CCDS54395.1,ENSG00000072163,LIMS2,LIM zinc finger domain containing 2 [Source:HGNC Symbol;Acc:HGNC:16084],CCDS,CCDS47937.1,
CCDS4825.1,ENSG00000124772,CPNE5,copine 5 [Source:HGNC Symbol;Acc:HGNC:2318],CCDS,CCDS72978.1,
CCDS9590.1,ENSG00000092068,SLC7A8,solute carrier family 7 member 8 [Source:HGNC Symbol;Acc:HGNC:11066],CCDS,CCDS11725.1,
CCDS45615.1,ENSG00000188803,SHISA6,shisa family member 6 [Source:HGNC Symbol;Acc:HGNC:34491],CCDS,CCDS10658.1,
CCDS47937.1,ENSG00000186583,SPATC1,spermatogenesis and centriole associated 1 [Source:HGNC Symbol;Acc:HGNC:30510],CCDS,CCDS35145.1,
CCDS72978.1,ENSG00000143147,GPR161,G protein-coupled receptor 161 [Source:HGNC Symbol;Acc:HGNC:23694],CCDS,CCDS56096.1,
CCDS11725.1,ENSG00000073350,LLGL2,LLGL scribble cell polarity complex component 2 [Source:HGNC Symbol;Acc:HGNC:6629],CCDS,CCDS13912.1,
CCDS10658.1,ENSG00000174938,SEZ6L2,seizure related 6 homolog like 2 [Source:HGNC Symbol;Acc:HGNC:30844],CCDS,CCDS75891.1,
CCDS35145.1,ENSG00000136830,NIBAN2,niban apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:25282],CCDS,CCDS54011.1,
CCDS56096.1,ENSG00000104866,PPP1R37,protein phosphatase 1 regulatory subunit 37 [Source:HGNC Symbol;Acc:HGNC:27607],CCDS,CCDS77254.1,
CCDS13912.1,ENSG00000133424,LARGE1,LARGE xylosyl- and glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:6511],CCDS,CCDS9284.1,
CCDS75891.1,ENSG00000148180,GSN,gelsolin [Source:HGNC Symbol;Acc:HGNC:4620],CCDS,CCDS12721.1,
CCDS54011.1,ENSG00000103546,SLC6A2,solute carrier family 6 member 2 [Source:HGNC Symbol;Acc:HGNC:11048],CCDS,CCDS54118.1,
CCDS77254.1,ENSG00000127511,SIN3B,SIN3 transcription regulator family member B [Source:HGNC Symbol;Acc:HGNC:19354],CCDS,CCDS82159.1,
CCDS9284.1,ENSG00000198033,TUBA3C,tubulin alpha 3c [Source:HGNC Symbol;Acc:HGNC:12408],CCDS,CCDS13967.1,
CCDS12721.1,ENSG00000182324,KCNJ14,potassium inwardly rectifying channel subfamily J member 14 [Source:HGNC Symbol;Acc:HGNC:6260],CCDS,CCDS9439.1,
CCDS54118.1,ENSG00000131748,STARD3,StAR related lipid transfer domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17579],CCDS,CCDS9217.1,
CCDS82159.1,ENSG00000173714,WFIKKN2,"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30916]",CCDS,CCDS14114.1,
CCDS13967.1,ENSG00000184381,PLA2G6,phospholipase A2 group VI [Source:HGNC Symbol;Acc:HGNC:9039],CCDS,CCDS41741.1,
CCDS9439.1,ENSG00000136099,PCDH8,protocadherin 8 [Source:HGNC Symbol;Acc:HGNC:8660],CCDS,CCDS45378.1,
CCDS9217.1,ENSG00000110931,CAMKK2,calcium/calmodulin dependent protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:1470],CCDS,CCDS81655.1,
CCDS14114.1,ENSG00000169100,SLC25A6,solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992],CCDS,CCDS9289.1,
CCDS41741.1,ENSG00000010295,IFFO1,intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970],CCDS,CCDS10283.1,
CCDS45378.1,ENSG00000103249,CLCN7,chloride voltage-gated channel 7 [Source:HGNC Symbol;Acc:HGNC:2025],CCDS,CCDS45916.1,
CCDS81655.1,ENSG00000010295,IFFO1,intermediate filament family orphan 1 [Source:HGNC Symbol;Acc:HGNC:24970],CCDS,CCDS65173.1,
CCDS9289.1,ENSG00000121743,GJA3,gap junction protein alpha 3 [Source:HGNC Symbol;Acc:HGNC:4277],CCDS,CCDS11219.1,
CCDS10283.1,ENSG00000173548,SNX33,sorting nexin 33 [Source:HGNC Symbol;Acc:HGNC:28468],CCDS,CCDS82829.1,
CCDS45916.1,ENSG00000105325,FZR1,fizzy and cell division cycle 20 related 1 [Source:HGNC Symbol;Acc:HGNC:24824],CCDS,CCDS13789.1,
CCDS65173.1,ENSG00000160271,RALGDS,ral guanine nucleotide dissociation stimulator [Source:HGNC Symbol;Acc:HGNC:9842],CCDS,CCDS46727.1,
CCDS11219.1,ENSG00000184185,KCNJ12,potassium inwardly rectifying channel subfamily J member 12 [Source:HGNC Symbol;Acc:HGNC:6258],CCDS,CCDS32169.1,
CCDS82829.1,ENSG00000160145,KALRN,kalirin RhoGEF kinase [Source:HGNC Symbol;Acc:HGNC:4814],CCDS,CCDS45354.1,
CCDS13789.1,ENSG00000169635,HIC2,HIC ZBTB transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:18595],CCDS,CCDS59226.1,
CCDS46727.1,ENSG00000056487,PHF21B,PHD finger protein 21B [Source:HGNC Symbol;Acc:HGNC:25161],CCDS,CCDS4687.1,
CCDS32169.1,ENSG00000182979,MTA1,metastasis associated 1 [Source:HGNC Symbol;Acc:HGNC:7410],CCDS,CCDS13455.1,
CCDS45354.1,ENSG00000176463,SLCO3A1,solute carrier organic anion transporter family member 3A1 [Source:HGNC Symbol;Acc:HGNC:10952],CCDS,CCDS58505.1,
CCDS59226.1,ENSG00000110492,MDK,midkine [Source:HGNC Symbol;Acc:HGNC:6972],CCDS,CCDS73934.1,
CCDS4687.1,ENSG00000196230,TUBB,tubulin beta class I [Source:HGNC Symbol;Acc:HGNC:20778],CCDS,CCDS35144.1,
CCDS13455.1,ENSG00000101144,BMP7,bone morphogenetic protein 7 [Source:HGNC Symbol;Acc:HGNC:1074],CCDS,CCDS42972.1,
CCDS58505.1,ENSG00000141480,ARRB2,arrestin beta 2 [Source:HGNC Symbol;Acc:HGNC:712],CCDS,CCDS11756.1,
CCDS73934.1,ENSG00000272636,DOC2B,double C2 domain beta [Source:HGNC Symbol;Acc:HGNC:2986],CCDS,CCDS34844.1,
CCDS35144.1,ENSG00000136830,NIBAN2,niban apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:25282],CCDS,CCDS42008.1,
CCDS42972.1,ENSG00000182871,COL18A1,collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195],CCDS,CCDS12336.1,
CCDS11756.1,ENSG00000184557,SOCS3,suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391],CCDS,CCDS55138.1,
CCDS34844.1,ENSG00000147324,MFHAS1,multifunctional ROCO family signaling regulator 1 [Source:HGNC Symbol;Acc:HGNC:16982],CCDS,CCDS55374.1,
CCDS42008.1,ENSG00000166664,CHRFAM7A,CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion [Source:HGNC Symbol;Acc:HGNC:15781],CCDS,CCDS74020.1,
CCDS12336.1,ENSG00000186115,CYP4F2,cytochrome P450 family 4 subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:2645],CCDS,CCDS2747.1,
CCDS55138.1,ENSG00000106336,FBXO24,F-box protein 24 [Source:HGNC Symbol;Acc:HGNC:13595],CCDS,CCDS4829.1,
CCDS55374.1,ENSG00000131831,RAI2,retinoic acid induced 2 [Source:HGNC Symbol;Acc:HGNC:9835],CCDS,CCDS3338.1,
CCDS74020.1,ENSG00000076351,SLC46A1,solute carrier family 46 member 1 [Source:HGNC Symbol;Acc:HGNC:30521],CCDS,CCDS6822.1,
CCDS2747.1,ENSG00000160801,PTH1R,parathyroid hormone 1 receptor [Source:HGNC Symbol;Acc:HGNC:9608],CCDS,CCDS75086.1,
CCDS4829.1,ENSG00000146192,FGD2,"FYVE, RhoGEF and PH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3664]",CCDS,CCDS56097.1,
CCDS3338.1,ENSG00000169026,SLC49A3,solute carrier family 49 member 3 [Source:HGNC Symbol;Acc:HGNC:26177],CCDS,CCDS4.1,
CCDS6822.1,ENSG00000078725,BRINP1,BMP/retinoic acid inducible neural specific 1 [Source:HGNC Symbol;Acc:HGNC:2687],CCDS,CCDS12077.1,
CCDS75086.1,ENSG00000169026,SLC49A3,solute carrier family 49 member 3 [Source:HGNC Symbol;Acc:HGNC:26177],CCDS,CCDS41290.1,
CCDS56097.1,ENSG00000007047,MARK4,microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538],CCDS,CCDS45891.1,
CCDS4.1,ENSG00000187583,PLEKHN1,pleckstrin homology domain containing N1 [Source:HGNC Symbol;Acc:HGNC:25284],CCDS,CCDS13313.1,
CCDS12077.1,ENSG00000133275,CSNK1G2,casein kinase 1 gamma 2 [Source:HGNC Symbol;Acc:HGNC:2455],CCDS,CCDS13314.1,
CCDS41290.1,ENSG00000130775,THEMIS2,thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839],CCDS,CCDS7850.1,
CCDS45891.1,ENSG00000129946,SHC2,SHC adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:29869],CCDS,CCDS13272.1,
CCDS13313.1,ENSG00000124181,PLCG1,phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065],CCDS,CCDS54246.1,
CCDS13314.1,ENSG00000124181,PLCG1,phospholipase C gamma 1 [Source:HGNC Symbol;Acc:HGNC:9065],CCDS,CCDS43897.1,
CCDS7850.1,ENSG00000166833,NAV2,neuron navigator 2 [Source:HGNC Symbol;Acc:HGNC:15997],CCDS,CCDS13971.1,
